pincode,taluk,districtname,statename
362215,Vanthali(s),Junagadh,GUJARAT
362011,NA,Junagadh,GUJARAT
362245,Malia,Junagadh,GUJARAT
362260,Mendarda,Junagadh,GUJARAT
362030,NA,Junagadh,GUJARAT
382732,Mahesana,Mahesana,GUJARAT
384410,Becharaji,Mahesana,GUJARAT
384210,Becharaji,Mahesana,GUJARAT
384120,Mahesana,Mahesana,GUJARAT
384215,Unjha,Mahesana,GUJARAT
382705,Mahesana,Mahesana,GUJARAT
384360,Satlasana,Mahesana,GUJARAT
382815,Vijapur,Mahesana,GUJARAT
382820,Vijapur,Mahesana,GUJARAT
382825,Mahesana,Mahesana,GUJARAT
382710,Mahesana,Mahesana,GUJARAT
384421,Mahesana,Mahesana,GUJARAT
384305,Visnagar,Mahesana,GUJARAT
382715,Kadi,Mahesana,GUJARAT
382715,Kadi,Mahesana,GUJARAT
384130,Unjha,Mahesana,GUJARAT
382165,Kadi,Mahesana,GUJARAT
384140,Unjha,Mahesana,GUJARAT
384325,Kheralu,Mahesana,GUJARAT
382830,Vijapur,Mahesana,GUJARAT
382840,Vijapur,Mahesana,GUJARAT
382730,Mahesana,Mahesana,GUJARAT
384435,Mahesana,Mahesana,GUJARAT
384002,Mahesana,Mahesana,GUJARAT
384001,Mahesana,Mahesana,GUJARAT
384001,Mahesana,Mahesana,GUJARAT
384003,Mahesana,Mahesana,GUJARAT
384002,Mahesana,Mahesana,GUJARAT
384212,Becharaji,Mahesana,GUJARAT
384205,Mahesana,Mahesana,GUJARAT
382850,Vijapur,Mahesana,GUJARAT
384430,Mahesana,Mahesana,GUJARAT
382860,Vijapur,Mahesana,GUJARAT
384330,Satlasana,Mahesana,GUJARAT
384335,Vadnagar,Mahesana,GUJARAT
384340,Satlasana,Mahesana,GUJARAT
384345,Vadnagar,Mahesana,GUJARAT
384012,Mahesana,Mahesana,GUJARAT
384320,Visnagar,Mahesana,GUJARAT
384160,Unjha,Mahesana,GUJARAT
384170,Unjha,Mahesana,GUJARAT
384170,Unjha,Mahesana,GUJARAT
384170,Unjha,Mahesana,GUJARAT
384355,Vadnagar,Mahesana,GUJARAT
384310,Visnagar,Mahesana,GUJARAT
382865,Mahesana,Mahesana,GUJARAT
382870,Vijapur,Mahesana,GUJARAT
382870,Vijapur,Mahesana,GUJARAT
384315,Visnagar,Mahesana,GUJARAT
384315,Visnagar,Mahesana,GUJARAT
384315,Visnagar,Mahesana,GUJARAT
396350,Gandevi,Navsari,GUJARAT
396360,Gandevi,Navsari,GUJARAT
396370,Gandevi,Navsari,GUJARAT
396040,Chikhli,Navsari,GUJARAT
396460,Jalalpore,Navsari,GUJARAT
396560,Chikhli,Navsari,GUJARAT
396060,Chikhli,Navsari,GUJARAT
396590,Vansda,Navsari,GUJARAT
396580,Vansda,Navsari,GUJARAT
396472,Jalalpore,Navsari,GUJARAT
396403,Jalalpore,Navsari,GUJARAT
396412,Jalalpore,Navsari,GUJARAT
396415,Jalalpore,Navsari,GUJARAT
396450,Jalalpore,Navsari,GUJARAT
396418,Navsari,Navsari,GUJARAT
396421,Jalalpore,Navsari,GUJARAT
396424,Navsari,Navsari,GUJARAT
396427,Navsari,Navsari,GUJARAT
396440,Jalalpore,Navsari,GUJARAT
396433,Navsari,Navsari,GUJARAT
396430,Gandevi,Navsari,GUJARAT
396445,Navsari,Navsari,GUJARAT
396436,Jalalpore,Navsari,GUJARAT
396439,Jalalpore,Navsari,GUJARAT
396445,Navsari,Navsari,GUJARAT
396466,Navsari,Navsari,GUJARAT
396463,Navsari,Navsari,GUJARAT
396469,Navsari,Navsari,GUJARAT
396475,Jalalpore,Navsari,GUJARAT
396406,Jalalpore,Navsari,GUJARAT
396409,Chikhli,Navsari,GUJARAT
396310,Gandevi,Navsari,GUJARAT
396325,Gandevi,Navsari,GUJARAT
396110,Gandevi,Navsari,GUJARAT
396521,Chikhli,Navsari,GUJARAT
396530,Chikhli,Navsari,GUJARAT
396380,Gandevi,Navsari,GUJARAT
396570,Chikhli,Navsari,GUJARAT
396540,Chikhli,Navsari,GUJARAT
389341,Kalol,Panch Mahals,GUJARAT
389232,Khanpur,Panch Mahals,GUJARAT
389310,Kalol,Panch Mahals,GUJARAT
389320,Kalol,Panch Mahals,GUJARAT
389365,Ghoghmba,Panch Mahals,GUJARAT
389350,Halol,Panch Mahals,GUJARAT
389390,Jambughoda,Panch Mahals,GUJARAT
388713,Godhra,Panch Mahals,GUJARAT
389330,Kalol,Panch Mahals,GUJARAT
389220,Lunawada,Panch Mahals,GUJARAT
389230,Lunawada,Panch Mahals,GUJARAT
389115,Morva Hadaf,Panch Mahals,GUJARAT
389360,Halol,Panch Mahals,GUJARAT
389120,Morva Hadaf,Panch Mahals,GUJARAT
389210,Shehera,Panch Mahals,GUJARAT
389370,Halol,Panch Mahals,GUJARAT
388710,Godhra,Panch Mahals,GUJARAT
388270,Lunawada,Panch Mahals,GUJARAT
389340,Kalol,Panch Mahals,GUJARAT
389380,Devgadh Baria,Dahod,GUJARAT
389382,Dhanpur,Dahod,GUJARAT
389146,Limkheda,Dahod,GUJARAT
389250,Kadana,Panch Mahals,GUJARAT
389172,Fatepura,Dahod,GUJARAT
389160,Dohad,Dahod,GUJARAT
389155,Garbada,Dahod,GUJARAT
389152,Garbada,Dahod,GUJARAT
389170,Jhalod,Dahod,GUJARAT
389240,Kadana,Panch Mahals,GUJARAT
389180,Jhalod,Dahod,GUJARAT
389140,Limkheda,Dahod,GUJARAT
389265,Santrampura,Panch Mahals,GUJARAT
389110,Santrampur,Panch Mahals,GUJARAT
389130,Devgadh Baria,Dahod,GUJARAT
389175,Jhalod,Dahod,GUJARAT
389260,Santrampur,Panch Mahals,GUJARAT
389190,Fatepura,Dahod,GUJARAT
384110,Patan,Patan,GUJARAT
384220,Chanasma,Patan,GUJARAT
384225,Chanasma,Patan,GUJARAT
384240,Harij,Patan,GUJARAT
384290,Sidhpur,Patan,GUJARAT
384230,Chanasma,Patan,GUJARAT
384255,Patan,Patan,GUJARAT
384229,Chanasma,Patan,GUJARAT
384260,Patan,Patan,GUJARAT
384245,Sami,Patan,GUJARAT
384246,Sami,Patan,GUJARAT
385350,Santalpur,Patan,GUJARAT
384272,Patan,Patan,GUJARAT
384151,Sidhpur,Patan,GUJARAT
384151,Sidhpur,Patan,GUJARAT
384151,Sidhpur,Patan,GUJARAT
384151,Sidhpur,Patan,GUJARAT
384241,Sami,Patan,GUJARAT
384265,Patan,Patan,GUJARAT
384265,Patan,Patan,GUJARAT
384265,Patan,Patan,GUJARAT
384265,Patan,Patan,GUJARAT
384265,Patan,Patan,GUJARAT
385340,Radhanpur,Patan,GUJARAT
385340,Radhanpur,Patan,GUJARAT
384275,Patan,Patan,GUJARAT
384221,Chanasma,Patan,GUJARAT
385360,Santalpur,Patan,GUJARAT
384285,Patan,Patan,GUJARAT
360545,NA,Porbandar,GUJARAT
360590,Porbandar,Porbandar,GUJARAT
362620,NA,Junagadh,GUJARAT
360579,NA,Porbandar,GUJARAT
360578,NA,Porbandar,GUJARAT
362650,Porbandar,Porbandar,GUJARAT
362230,Porbandar,Porbandar,GUJARAT
362630,Manavadar,Junagadh,GUJARAT
362225,Mangrol,Junagadh,GUJARAT
362226,Mangrol,Junagadh,GUJARAT
362625,Manavadar,Junagadh,GUJARAT
360576,Porbandar,Porbandar,GUJARAT
360577,Porbandar,Porbandar,GUJARAT
360570,Porbandar,Porbandar,GUJARAT
360550,Porbandar,Porbandar,GUJARAT
360550,Ranavav,Porbandar,GUJARAT
362640,Manavadar,Junagadh,GUJARAT
362235,Mangrol,Junagadh,GUJARAT
362240,Mangrol,Junagadh,GUJARAT
363621,Wankaner,Rajkot,GUJARAT
363660,Maliya,Rajkot,GUJARAT
363630,Morvi,Rajkot,GUJARAT
360020,Rajkot,Rajkot,GUJARAT
363670,Maliya,Rajkot,GUJARAT
363641,Morbi,Rajkot,GUJARAT
363641,Morvi,Rajkot,GUJARAT
363642,Morvi,Rajkot,GUJARAT
360001,Rajkot,Rajkot,GUJARAT
360001,Rajkot,Rajkot,GUJARAT
360001,Rajkot,Rajkot,GUJARAT
360001,Rajkot,Rajkot,GUJARAT
360001,Rajkot,Rajkot,GUJARAT
360003,Rajkot,Rajkot,GUJARAT
360004,Rajkot,Rajkot,GUJARAT
363621,Wankaner,Rajkot,GUJARAT
360024,Kotda Sanghani,Rajkot,GUJARAT
360002,Rajkot,Rajkot,GUJARAT
360110,Paddhari,Rajkot,GUJARAT
360003,Rajkot,Rajkot,GUJARAT
360004,Rajkot,Rajkot,GUJARAT
360006,Rajkot,Rajkot,GUJARAT
360005,Rajkot,Rajkot,GUJARAT
360007,Rajkot,Rajkot,GUJARAT
360002,Rajkot,Rajkot,GUJARAT
360001,Rajkot,Rajkot,GUJARAT
360001,Rajkot,Rajkot,GUJARAT
360001,Rajkot,Rajkot,GUJARAT
360001,Rajkot,Rajkot,GUJARAT
360001,Rajkot,Rajkot,GUJARAT
360001,Rajkot,Rajkot,GUJARAT
360002,Rajkot,Rajkot,GUJARAT
360002,Rajkot,Rajkot,GUJARAT
360002,Rajkot,Rajkot,GUJARAT
360025,Sardhar,Rajkot,GUJARAT
363650,Tankara,Rajkot,GUJARAT
383260,Dhansura,Sabarkantha,GUJARAT
383410,Idar,Sabarkantha,GUJARAT
383240,Bhiloda,Sabarkantha,GUJARAT
383325,Bayad,Sabarkantha,GUJARAT
383245,Bhiloda,Sabarkantha,GUJARAT
383245,Bhiloda,Sabarkantha,GUJARAT
383006,Himatnagar,Sabarkantha,GUJARAT
383421,Idar,Sabarkantha,GUJARAT
383317,Modasa,Sabarkantha,GUJARAT
383225,Idar,Sabarkantha,GUJARAT
383330,Bayad,Sabarkantha,GUJARAT
383310,Dhansura,Sabarkantha,GUJARAT
383335,Bayad,Sabarkantha,GUJARAT
383030,Himatnagar,Sabarkantha,GUJARAT
383305,Talod,Sabarkantha,GUJARAT
383001,Himatnagar,Sabarkantha,GUJARAT
383001,Himatnagar,Sabarkantha,GUJARAT
383430,Idar,Sabarkantha,GUJARAT
383430,Idar,Sabarkantha,GUJARAT
383220,Himatnagar,Sabarkantha,GUJARAT
383110,Idar,Sabarkantha,GUJARAT
383440,Idar,Sabarkantha,GUJARAT
383255,Khedbrahma,Sabarkantha,GUJARAT
383462,Vijaynagar,Sabarkantha,GUJARAT
383275,Khedbrahma,Sabarkantha,GUJARAT
383316,Modasa,Sabarkantha,GUJARAT
383251,Bhiloda,Sabarkantha,GUJARAT
383345,Malpur,Sabarkantha,GUJARAT
383350,Meghraj,Sabarkantha,GUJARAT
383315,Modasa,Sabarkantha,GUJARAT
383315,Modasa,Sabarkantha,GUJARAT
383422,Khedbrahma,Sabarkantha,GUJARAT
383205,Prantij,Sabarkantha,GUJARAT
383270,Khedbrahma,Sabarkantha,GUJARAT
383276,Himatnagar,Sabarkantha,GUJARAT
383120,Prantij,Sabarkantha,GUJARAT
383320,Modasa,Sabarkantha,GUJARAT
383340,Bayad,Sabarkantha,GUJARAT
383355,Bhiloda,Sabarkantha,GUJARAT
383210,Prantij,Sabarkantha,GUJARAT
383246,Bhiloda,Sabarkantha,GUJARAT
383215,Talod,Sabarkantha,GUJARAT
383215,Talod,Sabarkantha,GUJARAT
383250,Modasa,Sabarkantha,GUJARAT
383230,Idar,Sabarkantha,GUJARAT
383307,Dhansura,Sabarkantha,GUJARAT
383235,Vadali,Sabarkantha,GUJARAT
383010,Himatnagar,Sabarkantha,GUJARAT
383450,Idar,Sabarkantha,GUJARAT
383434,Idar,Sabarkantha,GUJARAT
383460,Vijaynagar,Sabarkantha,GUJARAT
382780,Dasada,Surendra Nagar,GUJARAT
382745,Dasada,Surendra Nagar,GUJARAT
363520,Chotila,Surendra Nagar,GUJARAT
363410,Limbdi,Surendra Nagar,GUJARAT
382750,Dasada,Surendra Nagar,GUJARAT
363115,Lakhtar,Surendra Nagar,GUJARAT
363310,Dhrangsadhra,Surendra Nagar,GUJARAT
363040,Wadhwan,Surendra Nagar,GUJARAT
363425,Limbdi,Surendra Nagar,GUJARAT
363330,Halvad,Surendra Nagar,GUJARAT
363020,Wadhwan,Surendra Nagar,GUJARAT
382760,Dasada,Surendra Nagar,GUJARAT
382775,Lakhtar,Surendra Nagar,GUJARAT
363421,Limbdi,Surendra Nagar,GUJARAT
363351,Halvad,Surendra Nagar,GUJARAT
363510,Muli,Surendra Nagar,GUJARAT
363423,Limbdi,Surendra Nagar,GUJARAT
382765,Dasada,Surendra Nagar,GUJARAT
363320,Dhrangadhra,Surendra Nagar,GUJARAT
363435,Wadhwancity,Surendra Nagar,GUJARAT
363430,Sayla,Surendra Nagar,GUJARAT
363427,Limbdi,Surendra Nagar,GUJARAT
363440,Sayla,Surendra Nagar,GUJARAT
363002,Wadhwancity,Surendra Nagar,GUJARAT
363002,Wadhwancity,Surendra Nagar,GUJARAT
363002,Wadhwancity,Surendra Nagar,GUJARAT
363530,Chotila,Surendra Nagar,GUJARAT
363110,Lakhtar,Surendra Nagar,GUJARAT
363030,Wadhwancity,Surendra Nagar,GUJARAT
363035,Wadhwancity,Surendra Nagar,GUJARAT
382755,Dasada,Surendra Nagar,GUJARAT
390019,Vadodara,Vadodara,GUJARAT
390001,Vadodara,Vadodara,GUJARAT
390006,Vadodara,Vadodara,GUJARAT
390022,Vadodara,Vadodara,GUJARAT
390018,Vadodara,Vadodara,GUJARAT
390001,Vadodara,Vadodara,GUJARAT
390001,Vadodara,Vadodara,GUJARAT
390014,Vadodara,Vadodara,GUJARAT
390001,Vadodara,Vadodara,GUJARAT
390013,Vadodara,Vadodara,GUJARAT
390010,Vadodara,Vadodara,GUJARAT
390011,Vadodara,Vadodara,GUJARAT
390009,Vadodara,Vadodara,GUJARAT
390004,Vadodara,Vadodara,GUJARAT
390004,Vadodara,Vadodara,GUJARAT
390006,Vadodara,Vadodara,GUJARAT
390009,Vadodara,Vadodara,GUJARAT
390017,Vadodara,Vadodara,GUJARAT
390025,Vadodara,Vadodara,GUJARAT
391125,Sankheda,Vadodara,GUJARAT
391130,Sankheda,Vadodara,GUJARAT
391135,Bodeli,Vadodara,GUJARAT
391105,Dabhoi,Vadodara,GUJARAT
391165,Chhotaudepur,Vadodara,GUJARAT
391110,Dabhoi,Vadodara,GUJARAT
391110,Dabhoi,Vadodara,GUJARAT
391152,Nasvadi,Vadodara,GUJARAT
391155,Pavijetpur,Vadodara,GUJARAT
391175,Chhotaudepur,Vadodara,GUJARAT
391170,Chhotaudepur,Vadodara,GUJARAT
391140,Sankheda,Vadodara,GUJARAT
391150,Naswadi,Vadodara,GUJARAT
391168,Chhotaudepur,Vadodara,GUJARAT
391160,Pavijetpur,Vadodara,GUJARAT
391145,Sankheda,Vadodara,GUJARAT
391107,Dabhoi,Vadodara,GUJARAT
391120,Dabhoi,Narmada,GUJARAT
391330,Vadodara,Vadodara,GUJARAT
391430,Padra,Vadodara,GUJARAT
391345,Vadodara,Vadodara,GUJARAT
391243,Vadodara,Vadodara,GUJARAT
390007,Vadodara,Vadodara,GUJARAT
391350,Vadodara,Vadodara,GUJARAT
391445,Padra,Vadodara,GUJARAT
391761,Vaghodia,Vadodara,GUJARAT
391520,Savli,Vadodara,GUJARAT
391530,Savli,Vadodara,GUJARAT
391770,Savli,Vadodara,GUJARAT
391101,Vadodara,Vadodara,GUJARAT
391740,Vadodara,Vadodara,GUJARAT
391250,Karjan,Vadodara,GUJARAT
391115,Sinor,Vadodara,GUJARAT
391346,Vadodara,Vadodara,GUJARAT
391745,Vadodara,Vadodara,GUJARAT
390023,Vadodara,Vadodara,GUJARAT
390021,Vadodara,Vadodara,GUJARAT
391775,Savli,Vadodara,GUJARAT
391760,Vaghodia,Vadodara,GUJARAT
392310,Karjan,Vadodara,GUJARAT
390007,Vadodara,Vadodara,GUJARAT
390016,Vadodara,Vadodara,GUJARAT
391421,Padra,Vadodara,GUJARAT
391240,Karjan,Vadodara,GUJARAT
391340,Vadodara,Vadodara,GUJARAT
391440,Padra,Vadodara,GUJARAT
390020,Vadodara,Vadodara,GUJARAT
390012,Vadodara,Vadodara,GUJARAT
391310,Vadodara,Vadodara,GUJARAT
391780,Savli,Vadodara,GUJARAT
391410,Vadodara,Vadodara,GUJARAT
391244,Karjan,Vadodara,GUJARAT
391774,Savli,Vadodara,GUJARAT
390008,Vadodara,Vadodara,GUJARAT
391750,Vadodara,Vadodara,GUJARAT
391510,Vaghodia,Vadodara,GUJARAT
391320,Vadodara,Vadodara,GUJARAT
391210,Karjan,Vadodara,GUJARAT
391450,Padra,Vadodara,GUJARAT
391220,Dabhoi,Vadodara,GUJARAT
396051,Dharampur,Valsad,GUJARAT
396045,Valsad,Valsad,GUJARAT
396020,Valsad,Valsad,GUJARAT
396105,Umargam,Valsad,GUJARAT
362530,Una,Junagadh,GUJARAT
362720,NA,Junagadh,GUJARAT
362725,Kodinar,Junagadh,GUJARAT
362268,Patan-Veraval,Junagadh,GUJARAT
362550,NA,Junagadh,GUJARAT
362135,Talala,Junagadh,GUJARAT
362255,NA,Junagadh,GUJARAT
362276,Sutrapada,Junagadh,GUJARAT
362275,Sutrapada,Junagadh,GUJARAT
362150,Talala,Junagadh,GUJARAT
362560,Una,Junagadh,GUJARAT
362266,Patan-Veraval,Junagadh,GUJARAT
396050,Dharampur,Valsad,GUJARAT
396375,Dungri,Valsad,GUJARAT
396030,Hanuman Bhagda,Valsad,GUJARAT
396120,Umargam,Valsad,GUJARAT
396125,Pardi,Valsad,GUJARAT
396115,Pardi,Valsad,GUJARAT
396130,Umargam,Valsad,GUJARAT
362710,NA,Junagadh,GUJARAT
396126,Dharampur,Valsad,GUJARAT
396065,Dharampur,Valsad,GUJARAT
396135,Umargam,Valsad,GUJARAT
396140,Umargarm,Valsad,GUJARAT
396145,Pardi,Valsad,GUJARAT
396055,Valsad,Valsad,GUJARAT
396150,Umargam,Valsad,GUJARAT
396155,Umargam,Valsad,GUJARAT
396165,Umargam,Valsad,GUJARAT
396180,Pardi,Valsad,GUJARAT
396185,Pardi,Valsad,GUJARAT
396170,Umargam,Valsad,GUJARAT
396171,Umbergaon,Valsad,GUJARAT
396385,Valsad,Valsad,GUJARAT
396001,Valsad,Valsad,GUJARAT
396035,Valsad,Valsad,GUJARAT
396001,Valsad,Valsad,GUJARAT
396001,Valsad,Valsad,GUJARAT
396007,Valsad,Valsad,GUJARAT
396191,Pardi,Valsad,GUJARAT
396195,Pardi,Valsad,GUJARAT
396002,Valsad,Valsad,GUJARAT
380004,Ahmadabad City,Ahmedabad,GUJARAT
380006,Ahmadabad City,Ahmedabad,GUJARAT
380027,Ahmadabad City,Ahmedabad,GUJARAT
380001,Ahmadabad City,Ahmedabad,GUJARAT
380061,Ahmadabad City,Ahmedabad,GUJARAT
380001,Ahmadabad City,Ahmedabad,GUJARAT
380050,Ahmadabad City,Ahmedabad,GUJARAT
380004,Ahmadabad City,Ahmedabad,GUJARAT
380022,Ahmadabad City,Ahmedabad,GUJARAT
380021,Ahmadabad City,Ahmedabad,GUJARAT
380009,Ahmadabad City,Ahmedabad,GUJARAT
380015,Ahmadabad City,Ahmedabad,GUJARAT
380024,Ahmadabad City,Ahmedabad,GUJARAT
